100015,trawler,0.12220984126984012
100015,seiner,0.2742383333333326
100015,longliner,0.5137848809523796
100015,support,0.08976694444444407
100045,trawler,0.9337674603174572
100045,support,0.0003117857142857143
100045,seiner,0.06498246031746009
100045,longliner,0.0009382936507936504
100060,seiner,0.12560924603174495
100060,trawler,0.5153510317460323
100060,support,0.02903186507936508
100060,longliner,0.330007857142858
100112,seiner,0.11845468253968232
100112,trawler,0.8429991666666657
100112,longliner,0.03110361111111107
100112,support,0.007442539682539702
100131,trawler,0.8713500793650771
100131,seiner,0.10054904761904736
100131,longliner,0.015864523809523835
100131,support,0.01223634920634924
100150,trawler,0.10349154761904725
100150,seiner,0.08809599206349163
100150,longliner,0.7344713888888863
100150,support,0.0739410714285708
100151,seiner,0.1571818253968236
100151,trawler,0.03143341269841261
100151,support,0.6407586111111092
100151,longliner,0.17062615079364982
100215,support,0.04713126984126975
100215,seiner,0.2925732142857139
100215,trawler,0.42903222222222376
100215,longliner,0.23126329365079337
100221,seiner,0.020083968253968257
100221,trawler,0.9728800793650775
100221,longliner,0.006353769841269849
100221,support,0.0006821825396825395
100227,support,0.00832317460317462
100227,seiner,0.03972761904761895
100227,trawler,0.9241166666666634
100227,longliner,0.027832539682539664
100243,support,0.07602488095238016
100243,trawler,0.3510363888888906
100243,longliner,0.23593734126984023
100243,seiner,0.33700138888889075
100292,trawler,0.04212154761904752
100292,seiner,0.2637944841269845
100292,support,0.3327205555555564
100292,longliner,0.3613634126984129
100299,longliner,0.007127301587301596
100299,seiner,0.02190357142857144
100299,support,0.0007425
100299,trawler,0.9702266269841251
100332,longliner,0.009778611111111139
100332,seiner,0.054815793650793504
100332,support,0.006166984126984135
100332,trawler,0.9292386111111078
100371,seiner,0.07258365079365037
100371,trawler,0.8972900793650741
100371,longliner,0.028379563492063484
100371,support,0.0017467063492063485
100384,seiner,0.012028809523809561
100384,trawler,0.9849121428571415
100384,support,0.00011107142857142856
100384,longliner,0.0029479761904761875
100394,longliner,0.1084862301587297
100394,trawler,0.7361544444444426
100394,support,0.0817535317460316
100394,seiner,0.07360579365079331
100400,seiner,0.05907142857142843
100400,support,0.004533293650793656
100400,longliner,0.05965460317460308
100400,trawler,0.8767406746031725
100442,support,0.0007092460317460318
100442,seiner,0.00823996031746033
100442,longliner,0.0006965476190476191
100442,trawler,0.9903542460317454
100576,support,0.07218626984126975
100576,longliner,0.0901061111111108
100576,seiner,0.056553293650793375
100576,trawler,0.7811543253968234
100577,support,0.0035792857142857124
100577,trawler,0.23892492063492
100577,seiner,0.7282962698412685
100577,longliner,0.02919952380952382
100607,seiner,0.05298142857142835
100607,longliner,0.0006688492063492064
100607,trawler,0.9461071428571404
100607,support,0.0002425793650793651
100659,longliner,0.008243730158730185
100659,trawler,0.914939841269836
100659,seiner,0.07523428571428538
100659,support,0.0015821428571428566
100662,longliner,0.43828607142857257
100662,trawler,0.21617805555555397
100662,seiner,0.23050468253967998
100662,support,0.11503119047618952
100679,longliner,0.05647222222222193
100679,trawler,0.18665920634920505
100679,support,0.014500039682539717
100679,seiner,0.7423685317460276
100799,seiner,0.7315492857142822
100799,trawler,0.19811773809523672
100799,support,0.012540119047619102
100799,longliner,0.05779285714285701
100809,seiner,0.8581083730158648
100809,trawler,0.0769133730158722
100809,longliner,0.045812499999999735
100809,support,0.01916575396825399
100838,seiner,0.06231123015872989
100838,support,0.879762738095233
100838,longliner,0.04504075396825392
100838,trawler,0.012885277777777805
100842,support,0.02057341269841267
100842,trawler,0.45043511904761974
100842,longliner,0.3596454365079363
100842,seiner,0.16934603174603038
100865,seiner,0.16693531746031579
100865,support,0.004237500000000003
100865,longliner,0.03827317460317451
100865,trawler,0.7905540079365058
100888,seiner,0.7943967460317406
100888,support,0.12367099206349076
100888,trawler,0.007130000000000011
100888,longliner,0.07480226190476172
100898,seiner,0.2678732936507938
100898,longliner,0.07550408730158718
100898,support,0.015816230158730144
100898,trawler,0.6408063888888891
100958,support,0.0040859126984127
100958,seiner,0.0862006746031745
100958,longliner,0.020995000000000017
100958,trawler,0.8887184126984093
100976,support,0.06760726190476156
100976,longliner,0.01669563492063494
100976,seiner,0.9140528968253911
100976,trawler,0.0016442063492063486
101017,longliner,0.06940916666666624
101017,trawler,0.20333511904761717
101017,support,0.03085059523809513
101017,seiner,0.6964051190476153
101018,longliner,0.8259807936507901
101018,seiner,0.03790138888888876
101018,trawler,0.04455170634920621
101018,support,0.09156611111111078
101033,longliner,0.07281388888888864
101033,support,0.012609365079365106
101033,trawler,0.6588479365079328
101033,seiner,0.255728809523809
101064,seiner,0.026874563492063505
101064,trawler,0.9705103174603159
101064,longliner,0.0023421428571428556
101064,support,0.0002729761904761905
101073,seiner,0.1302030952380934
101073,support,0.009998769841269873
101073,longliner,0.10850702380952303
101073,trawler,0.7512911111111059
101089,seiner,0.2889274603174615
101089,support,0.3032319444444454
101089,trawler,0.16494880952380817
101089,longliner,0.24289178571428494
101097,seiner,0.6254380158730133
101097,longliner,0.1117551587301575
101097,support,0.03518281746031731
101097,trawler,0.22762400793650567
101149,support,0.0020528571428571423
101149,longliner,0.06344246031746006
101149,trawler,0.8864917063492025
101149,seiner,0.048012976190476016
101216,longliner,0.2829108730158732
101216,support,0.02364119047619047
101216,trawler,0.5232730952380943
101216,seiner,0.17017484126983906
101282,longliner,0.31002464285714376
101282,support,0.026806031746031737
101282,trawler,0.38603325396825555
101282,seiner,0.27713607142857194
101304,seiner,0.20340630952380825
101304,support,0.010105277777777795
101304,longliner,0.07710607142857116
101304,trawler,0.7093823412698401
101321,trawler,0.17191373015872927
101321,longliner,0.7502238888888861
101321,seiner,0.0602933730158726
101321,support,0.01756900793650796
101375,trawler,0.817199841269839
101375,seiner,0.13334797619047548
101375,longliner,0.04586142857142862
101375,support,0.003590753968253967
101387,trawler,0.38674801587301627
101387,seiner,0.5130718253968265
101387,support,0.027656031746031727
101387,longliner,0.07252412698412641
